id,loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,mths_since_last_delinq,open_acc,revol_bal,total_acc,out_prncp,total_pymnt,total_rec_prncp,total_rec_int,wtd_loans,interest_rate,int_rate2,num_rate,numrate,good
7681338,4875,4875, 36 months,10.99%,159.58,7 years,MORTGAGE,31987,Current,debt_consolidation,NJ,23.28,0,11/20/05 11:13,,12,7191,25,4409.99,636.84,465.01,171.83,,,10.99%,,,1
7684741,10000,10000, 36 months,9.99%,322.63,8 years,MORTGAGE,67000,Current,home_improvement,GA,24.77,0,1/31/91 3:33,,10,27074,23,9030.46,1290.52,969.54,320.98,,,9.99%,,,1
7685134,21000,21000, 36 months,7.90%,657.1,10+ years,RENT,130000,Current,debt_consolidation,CA,6.74,0,1/26/01 12:00,,10,25775,21,19434.75,1969.32,1565.25,404.07,,,7.90%,,,1
7685568,10000,10000, 36 months,10.99%,327.34,4 years,MORTGAGE,82000,Current,debt_consolidation,MN,12.89,2,12/10/00 2:08,10,19,10115,37,8799.43,1636.7,1200.57,436.13,,,10.99%,,,1
7686001,15000,15000, 36 months,19.52%,553.8,9 years,OWN,38000,Current,credit_card,VA,22.93,0,12/6/01 10:05,,12,9362,30,13730.56,2214.64,1269.44,945.2,,,19.52%,,,1
7686366,6700,6700, 36 months,10.99%,219.32,7 years,MORTGAGE,65000,Current,credit_card,NY,9.44,0,12/6/01 5:19,37,11,16957,37,6060.69,875.56,639.31,236.25,,,10.99%,,,1
7686973,4500,4500, 36 months,17.10%,160.67,10+ years,OWN,34000,Fully Paid,moving,OH,12.81,0,8/28/03 11:43,,8,2260,16,0,4748.22,4500,248.22,,,17.10%,,,1
7687398,24375,24375, 60 months,17.10%,607.1,6 years,RENT,55000,Current,debt_consolidation,CA,20.95,1,9/27/03 6:41,7,10,13316,28,23318.94,2424.78,1056.06,1368.72,,,17.10%,,,1
7687862,22000,22000, 36 months,10.99%,720.15,10+ years,MORTGAGE,70000,Current,credit_card,NJ,16.9,0,3/24/93 12:20,61,13,25032,29,19901.94,2873.36,2098.06,775.3,,,10.99%,,,1
7688271,25000,25000, 60 months,12.99%,568.7,6 years,MORTGAGE,115000,Current,debt_consolidation,NJ,9.32,0,10/14/00 5:06,,13,10493,22,23788.2,2274.8,1211.8,1063,,,12.99%,,,1
7688692,14800,14800, 36 months,9.99%,477.49,1 year,RENT,50000,Current,credit_card,CA,17.84,0,7/1/03 4:56,,11,12527,18,13365.09,1909.96,1434.91,475.05,,,9.99%,,,1
7689105,25000,25000, 60 months,23.40%,710.52,10+ years,MORTGAGE,98000,Fully Paid,debt_consolidation,LA,23.39,0,9/15/83 9:14,49,22,71519,43,0,25487.61,25000,487.61,,,23.40%,,,1
7689553,8200,8200, 36 months,16.20%,289.1,4 years,RENT,38000,Current,debt_consolidation,AR,25.77,1,3/18/06 2:10,8,11,7534,17,7472.05,1156.04,727.95,428.09,,,16.20%,,,1
7690016,13000,13000, 36 months,17.10%,464.14,< 1 year,RENT,44900,Current,debt_consolidation,NC,24.48,0,7/27/04 12:06,,7,5410,28,11860.37,1856.56,1139.63,716.93,,,17.10%,,,1
7691255,35000,35000, 60 months,24.08%,1008.51,< 1 year,RENT,115000,Current,debt_consolidation,OH,19.64,0,5/17/95 10:35,74,12,35398,44,33737.97,4033.92,1262.03,2771.89,,,24.08%,,,1
7694576,13750,13750, 60 months,15.61%,331.54,10+ years,MORTGAGE,39000,Current,debt_consolidation,AR,31.23,0,7/1/85 2:30,,9,21289,20,13127.39,1325.92,622.61,703.31,,,15.61%,,,1
7694949,6425,6425, 36 months,11.99%,213.38,5 years,OWN,22000,Current,credit_card,AZ,13.28,0,8/29/08 7:46,,17,7826,23,5664.14,1066.74,760.86,305.88,,,11.99%,,,1
7695875,10000,10000, 36 months,8.60%,316.14,10+ years,MORTGAGE,40000,Current,debt_consolidation,OH,15.87,0,12/28/91 2:48,76,16,11319,36,9011.79,1264.24,988.21,276.03,,,8.60%,,,1
7696145,12000,12000, 36 months,13.67%,408.22,10+ years,MORTGAGE,46000,Fully Paid,debt_consolidation,NY,21.68,0,11/5/01 7:07,,12,15022,17,0,12400.79,12000,400.79,,,13.67%,,,1
7697012,8000,8000, 36 months,17.76%,288.26,1 year,RENT,29500,Current,moving,OH,7.53,0,4/20/05 5:03,,3,7849,5,7305.38,1152.96,694.62,458.34,,,17.76%,,,1
7697529,5375,5375, 36 months,12.99%,181.08,5 years,RENT,30000,Current,debt_consolidation,NY,15.8,0,1/7/96 10:36,,7,4322,11,4875.57,724.04,499.43,224.61,,,12.99%,,,1
7697910,3000,3000, 36 months,8.60%,94.85,n/a,MORTGAGE,25900,Current,home_improvement,MI,3.01,1,3/10/90 12:02,7,7,1546,17,2703.56,379.24,296.44,82.8,,,8.60%,,,1
7698332,7125,7125, 36 months,19.52%,263.06,3 years,RENT,56000,Current,debt_consolidation,MA,10.95,0,1/18/00 6:47,,9,13317,14,6522.14,1051.72,602.86,448.86,,,19.52%,,,1
7698632,4200,4200, 36 months,10.99%,137.49,6 years,RENT,32000,Current,debt_consolidation,MD,24.9,0,10/18/05 3:18,,7,7380,15,3799.56,548.4,400.44,147.96,,,10.99%,,,1
7699111,28000,28000, 36 months,12.99%,943.3,n/a,OWN,105000,Current,credit_card,NJ,8.88,0,12/23/04 8:33,,12,32042,16,25400.41,3768.72,2599.59,1169.13,,,12.99%,,,1
7699527,28000,28000, 36 months,9.25%,893.66,n/a,OWN,90000,Current,credit_card,VA,20.27,0,9/18/71 3:44,,15,73354,27,25264.5,3565.07,2735.5,829.57,,,9.25%,,,1
7699829,14500,14500, 36 months,7.62%,451.84,10+ years,MORTGAGE,71000,Current,credit_card,OK,17.14,0,12/1/97 12:52,,12,16842,35,13053.48,1799.52,1446.52,353,,,7.62%,,,1
7700311,16825,16825, 36 months,14.30%,577.5,4 years,RENT,38000,Current,debt_consolidation,CA,29.75,0,4/9/02 12:41,,9,18713,21,15293.62,2304.28,1531.38,772.9,,,14.30%,,,1
7700749,3500,3500, 36 months,8.60%,110.65,8 years,MORTGAGE,120000,Current,debt_consolidation,TX,7.14,0,3/4/92 6:13,,10,23589,37,3154.13,442.48,345.87,96.61,,,8.60%,,,1
7701089,35000,35000, 36 months,18.25%,1269.73,n/a,RENT,85500,Current,debt_consolidation,TX,19.27,0,5/11/84 12:00,44,11,4731,26,33513.91,2539.46,1486.09,1053.37,,,18.25%,,,1
7701495,5000,5000, 36 months,16.20%,176.28,3 years,RENT,30000,Current,debt_consolidation,CA,34.68,0,11/22/99 2:39,78,10,3407,23,4556.32,704.6,443.68,260.92,,,16.20%,,,1
7704924,29100,29100, 60 months,24.08%,838.5,10+ years,OWN,65000,Current,credit_card,WI,25.02,1,1/12/89 4:04,11,12,18523,30,28051.01,3353,1048.99,2304.01,,,24.08%,,,1
7705207,20000,20000, 36 months,15.61%,699.3,< 1 year,RENT,65000,Current,debt_consolidation,PA,17.08,0,10/5/07 6:42,,6,8406,12,18209.59,2796.12,1790.41,1005.71,,,15.61%,,,1
7705603,15000,15000, 60 months,21.00%,405.81,4 years,RENT,40000,Current,debt_consolidation,FL,26.19,0,7/3/02 10:43,,16,16197,28,14412.26,1621.24,587.74,1033.5,,,21.00%,,,1
7706026,20000,20000, 60 months,18.55%,513.88,9 years,RENT,68260,Current,debt_consolidation,AZ,31.7,1,5/30/97 4:24,7,19,15018,45,19162.01,2055.4,837.99,1217.41,,,18.55%,,,1
7706420,13000,13000, 36 months,17.76%,468.42,10+ years,MORTGAGE,51000,Current,debt_consolidation,TX,33.95,0,4/19/05 6:31,,18,12140,23,11871.21,1873.6,1128.79,744.81,,,17.76%,,,1
7707064,12000,12000, 36 months,11.99%,398.52,10+ years,RENT,60000,Current,credit_card,VA,5.28,0,1/18/98 12:00,,7,9876,14,10868.88,1593.84,1131.12,462.72,,,11.99%,,,1
7707423,9000,9000, 36 months,17.76%,324.29,10+ years,MORTGAGE,95000,Current,debt_consolidation,FL,7.44,0,1/3/91 6:18,34,10,19844,29,8218.6,1297,781.4,515.6,,,17.76%,,,1
7707813,5000,5000, 36 months,16.20%,176.28,8 years,RENT,50000,Current,debt_consolidation,MI,17.42,0,4/14/89 10:12,33,8,4725,24,4556.06,705,443.94,261.06,,,16.20%,,,1
7708560,20000,20000, 36 months,12.99%,673.79,2 years,MORTGAGE,70000,Current,debt_consolidation,AZ,5.21,0,7/27/98 6:03,,6,5402,9,18140.92,2695.16,1859.08,836.08,,,12.99%,,,1
7708993,8000,8000, 36 months,21.70%,304.29,2 years,RENT,68000,Current,credit_card,IL,5.4,0,6/30/09 6:56,,4,4696,5,7343.98,1217.16,656.02,561.14,,,21.70%,,,1
7709385,16000,16000, 36 months,9.99%,516.2,10+ years,MORTGAGE,59000,Current,debt_consolidation,PA,27.19,0,2/23/99 12:22,,16,28436,37,14452.58,2059.72,1547.42,512.3,,,9.99%,,,1
7709940,15000,15000, 36 months,9.25%,478.75,7 years,OWN,90000,Current,debt_consolidation,PA,32.67,0,2/11/90 2:53,,17,70494,55,13535.65,1908.44,1464.35,444.09,,,9.25%,,,1
7710354,7000,7000, 36 months,7.62%,218.13,5 years,OWN,80000,Current,debt_consolidation,IL,14.46,3,9/16/83 11:44,11,10,2674,29,6301.88,868.48,698.12,170.36,,,7.62%,,,1
7710792,6000,6000, 36 months,15.10%,208.29,10+ years,MORTGAGE,58000,Current,home_improvement,GA,11.65,1,3/10/02 4:46,23,16,12888,47,5459.61,831.8,540.39,291.41,,,15.10%,,,1
7714672,10000,10000, 36 months,9.99%,322.63,n/a,MORTGAGE,54500,Current,credit_card,OH,7.55,0,1/24/98 2:58,,5,9697,16,8784.36,1611.35,1215.64,395.71,,,9.99%,,,1
7715932,3000,3000, 36 months,7.62%,93.49,10+ years,OWN,30000,Current,debt_consolidation,NY,16.09,0,5/12/84 5:17,,12,3053,16,2700.87,372.12,299.13,72.99,,,7.62%,,,1
7716344,7000,7000, 36 months,10.99%,229.14,10+ years,MORTGAGE,125000,Current,debt_consolidation,CA,9.99,0,5/17/94 1:40,46,11,16783,47,6333.73,912.48,666.27,246.21,,,10.99%,,,1
7716899,14400,14400, 36 months,15.61%,503.5,5 years,OWN,71280,Current,credit_card,KY,8.28,0,7/16/94 12:06,,18,14578,37,13110.93,2013.16,1289.07,724.09,,,15.61%,,,1
7717418,12000,12000, 60 months,25.57%,356.24,3 years,MORTGAGE,110000,Current,house,FL,12.73,1,8/31/02 12:00,23,10,5087,22,11796.78,712.48,203.22,509.26,,,25.57%,,,1
7717818,19750,19750, 36 months,9.99%,637.19,< 1 year,RENT,45000,Current,debt_consolidation,TX,22.05,0,9/8/01 12:56,,5,17773,21,17838.05,2544.92,1911.95,632.97,,,9.99%,,,1
7718307,25000,25000, 36 months,15.10%,867.86,10+ years,MORTGAGE,110000,Current,debt_consolidation,OH,16.77,0,1/10/90 8:04,42,12,6828,34,22745.39,3470.48,2254.61,1215.87,,,15.10%,,,1
7718756,8975,8975, 36 months,19.20%,329.9,2 years,RENT,95000,Current,other,NC,10.53,0,1/4/03 5:31,27,10,4015,23,8211.93,1319.24,763.07,556.17,,,19.20%,,,1
7719180,9600,9600, 36 months,10.99%,314.25,3 years,MORTGAGE,75689,Current,other,TX,10.92,0,7/12/01 11:27,49,12,1397,40,8684.68,1253.56,915.32,338.24,,,10.99%,,,1
7719589,14000,14000, 36 months,19.20%,514.61,2 years,RENT,70000,Current,debt_consolidation,KY,31.94,0,2/2/03 4:58,,5,11802,22,12809.36,2058.44,1190.64,867.8,,,19.20%,,,1
7720401,19975,19975, 36 months,9.99%,644.45,8 years,MORTGAGE,74226,Current,debt_consolidation,TN,20.39,0,11/27/92 1:06,46,17,24243,28,18038.35,2577.8,1936.65,641.15,,,9.99%,,,1
7720810,10000,10000, 36 months,9.99%,322.63,3 years,RENT,32000,Current,credit_card,IL,16.05,0,11/26/98 8:48,45,10,12256,20,9032.83,1287.36,967.17,320.19,,,9.99%,,,1
7721273,20000,20000, 36 months,10.99%,654.68,10+ years,MORTGAGE,93000,Current,credit_card,KS,22.64,0,7/1/92 12:04,,11,40141,30,18091.03,2614.4,1908.97,705.43,,,10.99%,,,1
7724730,24800,24800, 60 months,21.70%,680.73,7 years,MORTGAGE,94000,Current,credit_card,CA,21.72,0,10/29/85 4:16,,14,27536,24,23595.92,3403.65,1204.08,2199.57,,,21.70%,,,1
7725088,14000,14000, 36 months,10.99%,458.28,10+ years,MORTGAGE,94000,Current,credit_card,MI,21.41,0,2/1/91 4:56,,18,44155,49,12319.18,2291.4,1680.82,610.58,,,10.99%,,,1
7725422,15125,15125, 60 months,17.10%,376.71,5 years,MORTGAGE,49000,Current,debt_consolidation,SC,33.23,0,9/13/94 2:47,44,15,10920,32,14466.58,1506.36,658.42,847.94,,,17.10%,,,1
7726224,17625,17625, 36 months,14.30%,604.96,10+ years,OWN,40000,Current,credit_card,AL,25.5,0,10/4/03 8:37,,12,15644,17,16016.82,2419.84,1608.18,811.66,,,14.30%,,,1
7727277,25000,25000, 60 months,17.76%,631.58,10+ years,MORTGAGE,75000,Current,debt_consolidation,IN,22.48,1,4/15/00 3:48,8,14,7954,35,23930.27,2526.2,1069.73,1456.47,,,17.76%,,,1
7727698,15000,15000, 36 months,15.61%,524.48,7 years,RENT,80000,Current,credit_card,CO,19.1,0,7/3/91 7:33,39,11,15021,22,13656.96,2097.44,1343.04,754.4,,,15.61%,,,1
7728010,16800,16800, 36 months,17.76%,605.34,10+ years,MORTGAGE,120000,Current,debt_consolidation,CA,11.53,1,6/8/90 2:12,13,15,14010,27,15341.72,2420.52,1458.28,962.24,,,17.76%,,,1
7728490,8325,8325, 36 months,9.99%,268.59,10+ years,MORTGAGE,27000,Current,debt_consolidation,FL,8.49,0,9/29/03 11:36,,7,9452,14,7517.85,1074.36,807.15,267.21,,,9.99%,,,1
7728993,25000,25000, 60 months,14.98%,594.49,< 1 year,MORTGAGE,85000,Current,debt_consolidation,KS,6.28,0,6/30/94 12:00,,7,15643,20,24431.75,1188.79,568.25,620.54,,,14.98%,,,1
7730087,3000,3000, 36 months,11.99%,99.63,2 years,RENT,45000,Current,debt_consolidation,MN,34.24,0,9/11/01 7:54,,22,11907,43,2717.23,398.44,282.77,115.67,,,11.99%,,,1
7730504,24000,24000, 60 months,15.61%,578.68,7 years,MORTGAGE,80000,Current,debt_consolidation,MO,9.45,1,2/13/01 12:40,4,15,27043,41,22913.46,2313.96,1086.54,1227.42,,,15.61%,,,1
7731016,4750,4750, 36 months,19.52%,175.37,< 1 year,RENT,26000,Current,debt_consolidation,PA,10.71,0,11/4/08 3:47,,6,5924,8,4347.91,701.48,402.09,299.39,,,19.52%,,,1
7731374,2000,2000, 36 months,11.99%,66.42,10+ years,MORTGAGE,75000,Current,debt_consolidation,FL,8.43,0,6/4/88 6:28,38,7,21877,21,1811.45,265.68,188.55,77.13,,,11.99%,,,1
7814588,12000,12000, 36 months,11.99%,398.52,1 year,MORTGAGE,50000,Current,debt_consolidation,IN,20.09,0,6/20/77 12:46,50,18,21545,47,10868.87,1593.84,1131.13,462.71,,,11.99%,,,1
7864574,8000,8000, 36 months,15.61%,279.72,10+ years,MORTGAGE,89000,Current,credit_card,FL,9.3,2,5/1/98 3:43,6,9,5303,18,7283.92,1118.32,716.08,402.24,,,15.61%,,,1
7874696,35000,35000, 60 months,20.20%,931.19,7 years,MORTGAGE,120000,Current,debt_consolidation,CA,19.47,0,3/24/88 4:47,,10,36779,20,33597.62,3723.04,1402.38,2320.66,,,20.20%,,,1
7905442,6000,6000, 36 months,13.67%,204.11,2 years,RENT,32000,Current,debt_consolidation,OR,20.74,2,4/16/01 7:08,19,10,6572,27,5447.61,816.44,552.39,264.05,,,13.67%,,,1
7915317,12000,12000, 60 months,21.70%,329.39,10+ years,MORTGAGE,47000,Current,debt_consolidation,CA,19.05,0,2/24/88 3:37,38,9,3196,34,11539.08,1314.76,460.92,853.84,,,21.70%,,,1
7915806,10000,10000, 36 months,9.25%,319.17,10+ years,MORTGAGE,50000,Current,debt_consolidation,CA,27.53,0,10/20/00 10:57,,10,6204,18,9024.42,1271.44,975.58,295.86,,,9.25%,,,1
7916203,3825,3825, 36 months,14.30%,131.29,5 years,RENT,30000,Current,debt_consolidation,WA,11,0,6/28/99 7:15,,10,2712,23,3461.2,539.52,363.8,175.72,,,14.30%,,,1
7916585,8325,8325, 36 months,11.99%,276.47,7 years,MORTGAGE,33000,Current,debt_consolidation,NV,26.15,0,5/26/94 12:36,,9,3613,35,7540.18,1105.88,784.82,321.06,,,11.99%,,,1
7916982,16000,16000, 60 months,11.99%,355.84,5 years,OWN,65000,Current,debt_consolidation,PA,5.93,0,10/22/00 5:29,,7,11747,15,15207.61,1417.4,792.39,625.01,,,11.99%,,,1
7917412,6000,6000, 36 months,7.62%,186.97,9 years,MORTGAGE,55000,Current,debt_consolidation,IN,10.93,0,11/9/91 11:10,,16,18623,24,5402.07,743.84,597.93,145.91,,,7.62%,,,1
7924895,12700,12700, 60 months,20.20%,337.89,10+ years,MORTGAGE,59993.4,Current,debt_consolidation,FL,14.66,0,9/1/00 12:00,51,6,3532,10,12191.12,1350.96,508.88,842.08,,,20.20%,,,1
7925255,13750,13750, 36 months,9.99%,443.61,n/a,MORTGAGE,39109.8,Current,debt_consolidation,CA,14.48,0,7/15/01 3:35,,7,4204,18,12420.48,1769.68,1329.52,440.16,,,9.99%,,,1
7925636,12000,12000, 36 months,12.99%,404.27,< 1 year,MORTGAGE,39000,Current,credit_card,MI,10.98,0,1/16/96 5:19,,11,7682,20,10886.14,1614.8,1113.86,500.94,,,12.99%,,,1
7925915,16000,16000, 36 months,8.60%,505.83,2 years,MORTGAGE,108717,Current,debt_consolidation,MD,10.84,0,11/4/03 11:33,,10,29264,17,14418.85,2022.8,1581.15,441.65,,,8.60%,,,1
7926667,5000,5000, 36 months,19.52%,184.6,10+ years,RENT,38000,Current,medical,CO,7.48,0,9/30/87 3:33,42,9,5066,46,4577.23,737.56,422.77,314.79,,,19.52%,,,1
7934710,21600,21600, 36 months,15.10%,749.83,3 years,RENT,80000,Current,debt_consolidation,CT,13.32,0,3/25/88 9:04,,12,26407,29,19652.08,2998.4,1947.92,1050.48,,,15.10%,,,1
7935131,10000,10000, 36 months,11.99%,332.1,10+ years,OWN,46000,Current,debt_consolidation,CA,23.17,2,4/21/00 1:44,7,7,7525,31,9057.25,1328.4,942.75,385.65,,,11.99%,,,1
7935494,5000,5000, 36 months,15.61%,174.83,4 years,MORTGAGE,29000,Current,other,CA,4.69,0,2/19/06 9:01,,7,2307,9,4552.89,698.24,447.11,251.13,,,15.61%,,,1
7935878,5000,5000, 36 months,16.20%,176.28,< 1 year,RENT,30000,Fully Paid,debt_consolidation,CA,26.88,0,12/9/02 12:12,,4,1146,7,0,5067.5,5000,67.5,,,16.20%,,,1
7936301,20500,20500, 60 months,15.10%,488.78,10+ years,MORTGAGE,52000,Current,debt_consolidation,TX,18.28,0,12/26/94 5:54,,11,32519,27,19559.28,1954.82,940.72,1014.1,,,15.10%,,,1
7936633,25000,25000, 36 months,7.90%,782.26,3 years,RENT,143000,Current,credit_card,MN,15.01,0,11/7/97 8:51,35,6,28061,19,23135.6,2345.7,1864.4,481.3,,,7.90%,,,1
7937041,10000,10000, 36 months,17.76%,360.33,4 years,MORTGAGE,49500,Current,debt_consolidation,AL,27.35,0,8/22/06 8:42,33,8,8404,13,9132.12,1440.52,867.88,572.64,,,17.76%,,,1
7944741,26400,26400, 36 months,14.47%,908.33,3 years,RENT,75000,Current,credit_card,NY,18.48,0,5/5/97 12:00,,8,19758,15,23189,3816.44,3211,605.44,,,14.47%,,,1
7945236,9450,9450, 36 months,17.76%,340.51,10+ years,RENT,27840,Current,other,MN,23.28,0,4/15/07 2:48,,8,10047,15,8629.45,1361.96,820.55,541.41,,,17.76%,,,1
7945666,19750,19750, 60 months,14.30%,462.63,n/a,MORTGAGE,43948,Current,debt_consolidation,PA,25.61,0,10/5/03 7:42,,9,22435,14,18827.32,1844.92,922.68,922.24,,,14.30%,,,1
7946004,10500,10500, 60 months,16.20%,256.46,6 years,MORTGAGE,54640,Current,credit_card,OH,18.91,0,5/18/01 3:34,74,9,10227,17,10031.8,1025.8,468.2,557.6,,,16.20%,,,1
7946418,10000,10000, 36 months,14.30%,343.24,10+ years,RENT,55000,Current,credit_card,NV,13.33,0,12/11/79 9:11,,10,14388,18,9088.54,1371.48,911.46,460.02,,,14.30%,,,1
7946815,14125,14125, 36 months,12.99%,475.86,10+ years,RENT,99850,Current,debt_consolidation,FL,14.25,0,3/6/98 7:43,,10,1448,34,12814.03,1900.56,1310.97,589.59,,,12.99%,,,1
7947162,6000,6000, 36 months,9.99%,193.58,2 years,RENT,21000,Current,credit_card,WI,18.57,0,10/1/04 9:58,49,14,9041,24,5418.27,774.32,581.73,192.59,,,9.99%,,,1
7954673,20000,20000, 36 months,10.99%,654.68,n/a,OWN,75000,Current,debt_consolidation,NY,20.64,0,4/19/89 5:59,36,17,24528,37,18092.06,2613,1907.94,705.06,,,10.99%,,,1
7955141,20000,20000, 36 months,11.99%,664.2,< 1 year,MORTGAGE,68000,Current,debt_consolidation,TX,28.36,0,9/12/07 2:19,,11,11510,17,18114.51,2656.8,1885.49,771.31,,,11.99%,,,1
7955632,20000,20000, 60 months,23.70%,571.89,3 years,MORTGAGE,69000,Current,home_improvement,NC,12.43,2,3/1/93 6:30,1,16,13521,29,19273.33,2280.88,726.67,1554.21,,,23.70%,,,1
7955994,4000,4000, 36 months,17.76%,144.13,10+ years,RENT,45000,Current,debt_consolidation,MI,7.81,2,3/1/93 2:05,14,17,3074,26,3652.66,576.52,347.34,229.18,,,17.76%,,,1
7956453,21600,21600, 36 months,13.67%,734.78,7 years,MORTGAGE,85000,Current,credit_card,VA,19.26,0,10/2/98 11:05,,16,28497,50,19611.46,2939.12,1988.54,950.58,,,13.67%,,,1
7956854,10000,10000, 36 months,7.62%,311.62,6 years,MORTGAGE,140000,Current,debt_consolidation,TX,7.24,0,8/22/00 8:57,36,9,15497,19,9000.79,1243.04,999.21,243.83,,,7.62%,,,1
7957226,35000,35000, 60 months,24.99%,1027.1,6 years,MORTGAGE,105000,Current,home_improvement,FL,9.89,0,11/12/96 9:06,,8,21242,15,33771.47,4101.2,1228.53,2872.67,,,24.99%,,,1
7974702,7025,7025, 36 months,13.67%,238.98,n/a,MORTGAGE,42000,Current,credit_card,KS,19.03,0,7/7/99 8:17,24,12,16166,24,6542.87,716.67,482.13,234.54,,,13.67%,,,1
8014858,21200,21200, 36 months,15.10%,735.95,10+ years,RENT,60000,Current,debt_consolidation,NY,29.3,0,1/5/92 8:55,,20,49200,28,19290.14,2939.8,1909.86,1029.94,,,15.10%,,,1
8024731,21000,21000, 36 months,11.99%,697.41,10+ years,MORTGAGE,107000,Current,debt_consolidation,IL,5.52,0,7/18/95 8:45,40,8,4222,18,19020.49,2789.28,1979.51,809.77,,,11.99%,,,1
8025111,21200,21200, 60 months,15.61%,511.17,10+ years,MORTGAGE,60000,Current,debt_consolidation,NC,21.38,0,5/12/02 2:57,49,9,28832,31,20239.89,2044.68,960.11,1084.57,,,15.61%,,,1
8044582,21100,21100, 60 months,24.08%,607.99,8 years,OWN,60000,Current,credit_card,CA,19.72,0,8/15/01 3:40,,7,22641,14,20339.22,2431.72,760.78,1670.94,,,24.08%,,,1
8044958,1800,1800, 36 months,15.61%,62.94,3 years,MORTGAGE,78000,Current,debt_consolidation,NJ,8.8,0,9/14/01 11:46,,6,17035,16,1638.79,251.76,161.21,90.55,,,15.61%,,,1
8054603,6000,6000, 36 months,14.30%,205.95,6 years,MORTGAGE,60000,Current,debt_consolidation,TX,10.98,0,5/10/08 5:23,,9,10948,11,5453.49,822.32,546.51,275.81,,,14.30%,,,1
8054958,11000,11000, 36 months,9.99%,354.89,10+ years,MORTGAGE,57000,Current,debt_consolidation,KS,25.28,0,7/1/87 1:46,,6,32868,17,9933.51,1419.56,1066.49,353.07,,,9.99%,,,1
8055378,17000,17000, 36 months,9.25%,542.58,10+ years,MORTGAGE,43000,Current,credit_card,AL,11.86,0,10/14/01 7:08,,6,17628,19,15340.67,2162.56,1659.33,503.23,,,9.25%,,,1
8064890,16650,16650, 36 months,17.76%,599.94,10+ years,MORTGAGE,49000,Current,credit_card,FL,10.09,0,6/18/01 12:00,,10,11263,25,15204.22,2399.76,1445.78,953.98,,,17.76%,,,1
8065376,24000,24000, 36 months,7.90%,750.97,2 years,MORTGAGE,140000,Current,debt_consolidation,SD,22.32,0,5/28/99 10:06,,25,29820,49,22209.35,2252.91,1790.65,462.26,,,7.90%,,,1
8094872,8200,8200, 36 months,10.99%,268.42,4 years,MORTGAGE,100000,Current,debt_consolidation,NC,9.38,0,9/20/83 11:55,36,9,7429,36,7418.51,1070.26,781.49,288.77,,,10.99%,,,1
8095231,15000,15000, 36 months,19.52%,553.8,10+ years,RENT,45376,Current,debt_consolidation,NM,32.32,0,7/29/93 11:11,,6,12143,18,13730.81,2214.2,1269.19,945.01,,,19.52%,,,1
8095649,10000,10000, 36 months,15.10%,347.15,< 1 year,RENT,40000,Current,debt_consolidation,LA,27.27,0,7/8/03 3:39,,9,10857,19,9097.99,1388.44,902.01,486.43,,,15.10%,,,1
8096001,11500,11500, 36 months,15.10%,399.22,10+ years,MORTGAGE,35000,Current,debt_consolidation,OH,24.93,1,6/7/92 7:56,5,17,9972,29,10464.2,1594.36,1035.8,558.56,,,15.10%,,,1
8114964,4325,4325, 36 months,12.99%,145.71,10+ years,MORTGAGE,140000,Current,debt_consolidation,TN,9.82,2,10/4/98 12:37,11,8,7252,30,4025.31,436.83,299.69,137.14,,,12.99%,,,1
8115479,5000,5000, 36 months,11.99%,166.05,10+ years,MORTGAGE,106000,Current,debt_consolidation,CO,11.8,0,2/10/92 4:41,31,13,12033,37,4528.77,664,471.23,192.77,,,11.99%,,,1
8115924,15000,15000, 36 months,14.30%,514.86,8 years,OWN,50000,Current,debt_consolidation,CA,28.68,0,5/16/02 3:26,,13,16619,14,13631.34,2059.44,1368.66,690.78,,,14.30%,,,1
8116300,35000,35000, 60 months,24.50%,1017.07,10+ years,RENT,500000,Current,credit_card,NY,7.71,0,2/18/96 8:14,27,12,26352,29,33752.49,4068.28,1247.51,2820.77,,,24.50%,,,1
8116752,8300,8300, 36 months,12.99%,279.62,6 years,RENT,41900,Current,credit_card,SC,15.24,0,1/19/96 8:58,,15,8873,28,7529.76,1116.64,770.24,346.4,,,12.99%,,,1
8117125,35000,35000, 36 months,16.20%,1233.96,10+ years,MORTGAGE,197000,Current,debt_consolidation,TN,6.05,0,8/13/91 2:04,,15,49830,41,31892.49,4934.94,3107.51,1827.43,,,16.20%,,,1
8117533,35000,35000, 60 months,17.10%,871.73,9 years,MORTGAGE,120000,Current,debt_consolidation,HI,14.73,0,11/9/97 6:19,47,15,29934,31,33475.97,3486.72,1524.03,1962.69,,,17.10%,,,1
8117993,10000,10000, 36 months,13.67%,340.18,8 years,MORTGAGE,35000,Current,debt_consolidation,PA,27.88,1,5/18/96 12:00,12,12,12770,22,9313.45,1020.54,686.55,333.99,,,13.67%,,,1
8118395,7125,7125, 36 months,11.99%,236.62,< 1 year,MORTGAGE,30000,Current,debt_consolidation,NY,23.44,3,1/7/93 5:55,14,17,8099,40,6453.3,946.48,671.7,274.78,,,11.99%,,,1
8124957,12000,12000, 60 months,17.10%,298.88,6 years,RENT,94000,Fully Paid,debt_consolidation,TN,20.07,0,11/11/02 7:08,,10,15447,21,0,12208.91908,12000,208.92,,,17.10%,,,1
